YEAR,AIRPORT_NAME,IATA_CODE,ICAO_CODE,TRAFFIC
"1998","mehamn","MEH","ENMH",""
"1998","melilla","MLN","GEML",""
"1998","memmingen","FMM","EDJA",""
"1998","menorca","MAH","LEMH",""
"1998","mikkeli","MIK","EFMI",""
"1998","mikonos","JMK","LGMK",""
"1998","mildenhall","MHZ","EGUN",""
"1998","milos","MLO","LGML",""
"1998","mus","YQA","CYQA",""
"1998","namsos","OSY","ENNM",""
"1998","nantes atlantique","NTE","LFRS",""
"1998","naxos","JNX","LGNX",""
"1998","newcastle","NCL","EGNT","18712"
"1998","newquay","NQY","EGHQ",""
"1998","norden-norddeich","NOE","EDWS",""
"1998","norderney","NRD","EDWY",""
"1998","northolt","NHT","EGWU",""
"1998","norwich","NWI","EGSH","3332"
"1998","oberpfaffenhofen","OBF","EDMO",""
"1998","oradea","OMR","LROD",""
"1998","orland","ORL","KORL",""
"1998","ouessant","\N","LFEC",""
"1998","oulu","OUL","EFOU","1643"
"1998","palma de mallorca","PMI","LEPA",""
"1998","pamplona","PNA","LEPP",""
"1998","pantelleria","PNL","LICG",""
"1998","pardubice","PED","LKPD",""
"1998","paris-orly","ORY","LFPO",""
"1998","parma","PMF","LIMP",""
"1998","paros","PAS","LGPA",""
"1998","penzance","PZE","EGHK",""
"1998","pescara","PSR","LIBP",""
"1998","pico","PIX","LPPI",""
"1998","plymouth","PLH","EGHD",""
"1998","podgorica","TGD","LYPG",""
"1998","poitiers-biard","PIS","LFBI",""
"1998","pori","POR","EFPO","1218"
"1998","porto","PBN","FNPA","23807"
"1998","porto santo","PXO","LPPS",""
"1998","prestwick","PIK","EGPK","5247"
"1998","pula","APL","FQNP",""
"1998","rakkestad","\N","ENRK",""
"1998","redhill","KRH","EGKR",""
"1998","reggio calabria","REG","LICR",""
"1998","reus","REU","LERS",""
"1998","riga","LUQ","SAOU",""
"1998","ronneby","RNB","ESDF",""
"1998","rost","RLG","ETNL",""
"1998","rotterdam","RTM","EHRD","16362"
"1998","rovaniemi","RVN","EFRO","526"
"1998","saanen","\N","LSGK",""
"1998"," grand","YGL","CYGL",""
"1998","saint-nazaire-montoir","SNR","LFRZ","17834"
"1998","salamanca","SLM","LESA",""
"1998","salzburg","SZG","LOWS",""
"1998","samedan","SMV","LSZS",""
"1998","san sebastian","EAS","LESO",""
"1998","santa maria","SMA","LPAZ",""
"1998","santiago","SCQ","LEST",""
"1998","santorini","JTR","LGSR",""
"1998","satu mare","SUJ","LRSM",""
"1998","savonlinna","SVL","EFSA",""
"1998","scatsta","SCS","EGPM",""
"1998","sevilla","SVQ","LEZL","1506"
"1998","shannon","SNN","EINN",""
"1998","sheffield city","\N","EGSY",""
"1998","shoreham","ESH","EGKA",""
"1998","sibiu","SBZ","LRSB",""
"1998","siegerland","\N","EDGS",""
"1998","siirt","\N","LTCL",""
"1998","sinop","SIC","LTCM","73"
"1998","sion","RZE","EPRZ",""
"1998","skiros","SKU","LGSY",""
"1998","skopje","SKP","LWSK",""
"1998","sodankyla","SOT","EFSO",""
"1998","sofia","SOF","LBSF",""
"1998","southampton","SOU","EGHI",""
"1998","southend","SEN","EGMC","1985"
"1998","st. peter-ording","PSH","EDXO",""
"1998","stornoway","SYY","EGPO",""
"1998","strasbourg airport","SXB","LFST",""
"1998","straubing","RBM","EDMS",""
"1998","stuttgart","STR","EDDS","61"
"1998","sumburgh","LSI","EGPB",""
"1998","svea","\N","ENSA",""
"1998","swansea","SWS","EGFH",""
"1998","sylt","GWT","EDXW",""
"1998","tampere-pirkkala","TMP","EFTP",""
"1998","tenerife norte","TFN","GCXO",""
"1998","thisted","TED","EKTS",""
"1998","tiree","TRE","EGPU",""
"1998","tivat","TIV","LYTV",""
"1998","tokat","\N","LTAW",""
"1998","trabzon","TZX","LTCG",""
"1998","turku","TKU","EFTU",""
"1998","unst","\N","ETNW",""
"1998","usak","LUN","FLLS","3596"
"1998","utti","QVY","EFUT",""
"1998","vaasa","VAA","EFVA",""
"1998","valencia","VLC","LEVC",""
"1998","valladolid","VLL","LEVD",""
"1998","varkaus","VRK","EFVR",""
"1998","varna","VAR","LBWN",""
"1998","vigo","VGO","LEVX",""
"1998","vila real","VRL","LPVR",""
"1998","visby","VBY","ESSV",""
"1998","viseu","\N","LPVZ",""
"1998","vitoria","VIT","LEVT",""
"1998","waddington","WTN","EGXW",""
"1998","wangerooge","AGE","EDWG",""
"1998","wick","LGW","EGKK",""
"1998","worms","\N","EDFV",""
"1998","zafer","KZR","LTBZ",""
"1998","zaragoza","ZAZ","LEZG","230032"
"1999","aalborg","AAL","EKYT",""
"1999","aarhus","AAR","EKAH",""
"1999","adana","ADA","LTAF","9472"
"1999","agen-la garenne","AGF","LFBA",""
"1999","agri","AGQ","LGAG",""
"1999","alderney","ACI","EGJA",""
"1999","alicante","ALC","LEAL","33"
"1999","alta","ALF","ENAT",""
"1999","antalya","AYT","LTAI",""
"1999","aosta","AOT","LIMW",""
"1999","arad","MFQ","DRRM",""
"1999","araxos","GPA","LGRX",""
"1999","asturias","OVD","LEAS",""
"1999","astypalaia","JTY","LGPL",""
"1999","augsburg","AGB","EDMA",""
"1999","aurillac","AUR","LFLW",""
"1999","avignon-caumont","AVN","LFMV",""
"1999","badajoz","BJZ","LEBZ",""
"1999","bardufoss","BDU","ENDU",""
"1999","barra","\N","SBBW","15"
"1999","barth","BBH","EDBH",""
"1999","basel","BSL","LFSB",""
"1999","bastia-poretta","BIA","LFKB",""
"1999","batman","BAL","LTCJ","513"
"1999","bayreuth","BYU","EDQD",""
"1999","beja","\N","LPBJ","4016"
"1999","bembridge","BBP","EGHJ","540"
"1999","benbecula","BEB","EGPL",""
"1999","berlin-tegel","TXL","EDDT","17583"
"1999","biggin hill","BQH","EGKB","524"
"1999","bilbao","BIO","LEBB","121"
"1999","billund","BLL","EKBI",""
"1999","birmingham","BHX","EGBB",""
"1999","blackbushe","BBS","EGLK",""
"1999","blackpool","BLK","EGNH",""
"1999","bolzano","BZO","LIPB","35321"
"1999","borkum","BMK","EDWR","11497"
"1999","bournemouth","BOH","EGHH",""
"1999","bremen","BRE","EDDW",""
"1999","bremerhaven","BRV","EDWB","15671"
"1999","bristol","BRS","EGGD","10"
"1999","bristol filton","FZO","EGTG","16045"
"1999","brize norton","BZZ","EGVN",""
"1999","brussels","BRU","EBBR",""
"1999","buochs","BXO","LSZC",""
"1999","burgas","BOJ","LBBG",""
"1999","caen-carpiquet","CFR","LFRK",""
"1999","calvi-sainte-catherine","CLY","LFKC","45"
"1999","cambridge","YCB","CYCB","895"
"1999","campbeltown","CAL","EGEC","1468"
"1999","cannes-mandelieu","CEQ","LFMD",""
"1999","cardiff","CWL","EGFF",""
"1999","carlisle","CAX","EGNC","11317"
"1999","cascais","\N","LPCS",""
"1999","cherbourg-maupertus","CER","LFRC",""
"1999","chichester/goodwood","\N","EGHR",""
"1999","comiso","CIY","LICB",""
"1999","cork","ORK","EICK",""
"1999","corvo","CVU","LPCR","14509"
"1999","courchevel","CVF","LFLJ",""
"1999","coventry","CVT","EGBE",""
"1999","craiova","CRA","LRCV","972"
"1999","cranfield","\N","EGTC",""
"1999","debrecen","DEB","LHDC",""
"1999","diyarbakir","DIY","LTCC",""
"1999","dole-tavaux","DLE","LFGJ",""
"1999","donaueschingen-villingen","ZQL","EDTD",""
"1999","doncaster sheffield","DSA","EGCN",""
"1999","dortmund","DTM","EDLW",""
"1999","dresden","DRS","EDDC",""
"1999","dublin","DUB","EIDW","11045"
"1999","dundee","DND","EGPN","125399"
"1999","durham tees valley","MME","EGNV","2"
"1999","dzaoudzi","DZA","FMCZ","5244"
"1999","east midlands","EMA","EGNX",""
"1999","edinburgh","EDI","EGPH","25797"
"1999","eindhoven","EIN","EHEH",""
"1999","emden","EME","EDWE",""
"1999","enontekio","ENF","EFET",""
"1999","erzincan","ERC","LTCD","2178"
"1999","erzurum","ERZ","LTCE",""
"1999","esbjerg","EBJ","EKEB",""
"1999","exeter","EXT","EGTE",""
"1999","farnborough","FAB","EGLF","99"
"1999","faro","ZFA","CZFA",""
"1999","flores","FLW","LPFL",""
"1999","frankfurt-egelsbach","QEF","EDFE",""
"1999","frankfurt-hahn","HHN","EDFH",""
"1999","friedrichshafen","FDH","EDNY",""
"1999","fuerteventura","FUE","GCFV",""
"1999","galway","GWY","EICM",""
"1999","gaziantep","GZT","LTAJ",""
"1999","geneva","GVA","LSGG","43"
"1999","girona","GRO","LEGE","8474"
"1999","glasgow","GLA","EGPF",""
"1999","gloucestershire","GLO","EGBJ","22511"
"1999","graciosa","GRW","LPGR",""
"1999","gran canaria","LPA","GCLP",""
"1999","graz","\N","LIRM",""
"1999","grenchen","\N","LSZG","9272"
"1999","guernsey","GCI","EGJB",""
"1999","halli","KEV","EFHA",""
"1999","halmstad","HAD","ESMT",""
"1999","hamburg","HAM","EDDH",""
"1999","hamburg-finkenwerder","XFW","EDHI","78029"
"1999","hammerfest","HFT","ENHF",""
"1999","","GKA","AYGA",""
"1999","hanko","\N","EFHN",""
"1999","hannover","HAJ","EDDV",""
"1999","harle","CRL","EBCI",""
"1999","hasvik","HAA","ENHK",""
"1999","hatay","HTY","LTDA",""
"1999","haverfordwest","\N","EGFE",""
"1999","hawarden","CEG","EGNR","59"
"1999","heringsdorf","HDF","EDAH",""
"1999","hernesaari","HEN","EFHE",""
"1999","hierro","VDE","GCHI",""
"1999","hof-plauen","HOQ","EDQM",""
"1999","horta","HOR","LPHR",""
"1999","humberside","HUY","EGNJ","4463"
"1999","ibiza","IBZ","LEIB",""
"1999","immola","\N","EFIM",""
"1999","innsbruck","INN","LOWI","9328"
"1999","inverness","INV","EGPE","67"
"1999","ireland west","NOC","EIKN",""
"1999","islay","ILY","EGPI",""
"1999","isle of man","IOM","EGNS",""
"1999","ivalo","IVL","EFIV","22"
"1999","jan mayen","ZXB","ENJA",""
"1999","jerez","XRY","LEJR",""
"1999","jersey","JER","EGJJ",""
"1999","joensuu","JOE","EFJO","47"
"1999","juist","JUI","EDWJ",""
"1999","jyvaskyla","JYV","EFJY","1093"
"1999","kajaani","KAJ","EFKI","12"
"1999","kalamata","KLX","LGKL",""
"1999","kalmar","KLR","ESMQ","2183"
"1999","kalymnos","JKL","LGKY",""
"1999","kapadokya","NAV","LTAZ",""
"1999","karlovy vary","KLV","LKKV",""
"1999","karlstad","KSD","ESOK","2173"
"1999","karpathos","AOK","LGKP",""
"1999","karup","KRP","EKKA",""
"1999","kassel-calden","KSF","EDVK",""
"1999","kastamonu","KFS","LTAL",""
"1999","kastelorizo","KZS","LGKJ",""
"1999","kauhava","KAU","EFKA","5"
"1999","kautokeino","\N","ENKA",""
"1999","kayseri","ASR","LTAU",""
"1999","keflavik","KEF","BIKF",""
"1999","kemi-tornio","KEM","EFKE","2"
"1999","kerry","KIR","EIKY",""
"1999","kiel-holtenau","KEL","EDHK",""
"1999","kirkwall","KOI","EGPA","3"
"1999","kiruna","KRN","ESNQ","67"
"1999","kjeller","\N","ENKJ",""
"1999","klagenfurt","KLU","LOWK","2837"
"1999","koblenz-winningen","ZNV","EDRK",""
"1999","kokkola-pietarsaari","KOK","EFKK","24"
"1999","konya","KYA","LTAN",""
"1999","kuopio","KUO","EFKU","51"
"1999","kuusamo","KAO","EFKS","13"
"1999","la palma","SPC","GCLA",""
"1999","laage","RLG","ETNL",""
"1999","lajes","TER","LPLA",""
"1999","lamezia terme","SUF","LICA","6"
"1999","lampedusa","LMP","LICD",""
"1999","landshut","\N","EDML",""
"1999","langeoog","LGO","EDWL",""
"1999","lannion","LAI","LFRO",""
"1999","lanzarote","ACE","GCRR",""
"1999","lappeenranta","LPP","EFLP","349"
"1999","le castellet","CTT","LFMQ",""
"1999","le mans-arnage","LME","LFRM",""
"1999","le puy-loudes","LPY","LFHP",""
"1999","leeds bradford","LBA","EGNM","12724"
"1999","leknes","LKN","ENLK",""
"1999","lennart meri tallinn","TLL","EETN",""
"1999","leon","LBV","FOOL",""
"1999","leros","LRS","LGLE",""
"1999","les eplatures","\N","LSGC",""
"1999","lille-lesquin","LIL","LFQQ","2430"
"1999","linz","LNZ","LOWL","10612"
"1999","lisboa","NOV","FNHU","70107"
"1999","liverpool","LPL","EGGP","10084"
"1999","locarno","ZJI","LSZL",""
"1999","london gatwick","LGW","EGKK","202081"
"1999","london heathrow","LHR","EGLL","379916"
"1999","london luton","LTN","EGGW","37483"
"1999","london stansted","STN","EGSS","103737"
"1999","lugano","LUG","LSZA","1944"
"1999","luxembourg","LUX","ELLX","48356"
"1999","lydd","LYX","EGMD","447"
"1999","lyneham","LYE","EGDL",""
"1999","lyon-bron","LYN","LFLY",""
"1999","madeira","FNC","LPMA",""
"1999","malatya","MLX","LTAO",""
"1999","manchester","MAN","EGCC","118004"
"1999","manchester woodford","\N","EGCD",""
"1999","mandal","MDL","VYMD",""
"1999","mardin","MQM","LTCR",""
"1999","mariehamn","MHQ","EFMA","1069"
"1999","mehamn","MEH","ENMH",""
"1999","melilla","MLN","GEML",""
"1999","memmingen","FMM","EDJA",""
"1999","menorca","MAH","LEMH",""
"1999","mikkeli","MIK","EFMI",""
"1999","mikonos","JMK","LGMK",""
"1999","mildenhall","MHZ","EGUN",""
"1999","milos","MLO","LGML",""
"1999","mus","YQA","CYQA",""
"1999","namsos","OSY","ENNM",""
"1999","nantes atlantique","NTE","LFRS","8938"
"1999","naxos","JNX","LGNX",""
"1999","newcastle","NCL","EGNT","19176"
"1999","newquay","NQY","EGHQ",""
"1999","norden-norddeich","NOE","EDWS",""
"1999","norderney","NRD","EDWY",""
"1999","northolt","NHT","EGWU",""
"1999","norwich","NWI","EGSH","3511"
"1999","oberpfaffenhofen","OBF","EDMO",""
"1999","oradea","OMR","LROD",""
"1999","orland","ORL","KORL","2"
"1999","ouessant","\N","LFEC",""
"1999","oulu","OUL","EFOU","1429"
"1999","palma de mallorca","PMI","LEPA",""
"1999","pamplona","PNA","LEPP",""
"1999","pantelleria","PNL","LICG",""
"1999","pardubice","PED","LKPD",""
"1999","paris-orly","ORY","LFPO",""
"1999","parma","PMF","LIMP",""
"1999","paros","PAS","LGPA",""
"1999","penzance","PZE","EGHK",""
"1999","pescara","PSR","LIBP",""
"1999","pico","PIX","LPPI",""
"1999","plymouth","PLH","EGHD",""
"1999","podgorica","TGD","LYPG",""
"1999","poitiers-biard","PIS","LFBI",""
"1999","pori","POR","EFPO","1140"
"1999","porto","PBN","FNPA","25843"
"1999","porto santo","PXO","LPPS",""
"1999","prestwick","PIK","EGPK","6605"
"1999","pula","APL","FQNP",""
"1999","rakkestad","\N","ENRK",""
"1999","redhill","KRH","EGKR",""
"1999","reggio calabria","REG","LICR",""
"1999","reus","REU","LERS",""
"1999","riga","LUQ","SAOU",""
"1999","ronneby","RNB","ESDF","1105"
"1999","rost","RLG","ETNL",""
"1999","rotterdam","RTM","EHRD","17421"
"1999","rovaniemi","RVN","EFRO","505"
"1999","saanen","\N","LSGK",""
"1999"," grand","YGL","CYGL",""
"1999","saint-nazaire-montoir","SNR","LFRZ","16356"
"1999","salamanca","SLM","LESA",""
"1999","salzburg","SZG","LOWS",""
"1999","samedan","SMV","LSZS",""
"1999","san sebastian","EAS","LESO","5664"
"1999","santa maria","SMA","LPAZ",""
"1999","santiago","SCQ","LEST",""
"1999","santorini","JTR","LGSR",""
"1999","satu mare","SUJ","LRSM",""
"1999","savonlinna","SVL","EFSA",""
"1999","scatsta","SCS","EGPM",""
"1999","sevilla","SVQ","LEZL","1945"
"1999","shannon","SNN","EINN",""
"1999","sheffield city","\N","EGSY",""
"1999","shoreham","ESH","EGKA",""
"1999","sibiu","SBZ","LRSB",""
"1999","siegerland","\N","EDGS",""
"1999","siirt","\N","LTCL",""
"1999","sinop","SIC","LTCM","88"
"1999","sion","RZE","EPRZ",""
"1999","skiros","SKU","LGSY",""
"1999","skopje","SKP","LWSK",""
"1999","sodankyla","SOT","EFSO",""
"1999","sofia","SOF","LBSF",""
"1999","southampton","SOU","EGHI",""
"1999","southend","SEN","EGMC","2562"
"1999","st. peter-ording","PSH","EDXO","15551"
"1999","stornoway","SYY","EGPO","13539"
"1999","strasbourg airport","SXB","LFST",""
"1999","straubing","RBM","EDMS",""
"1999","stuttgart","STR","EDDS","44"
"1999","sumburgh","LSI","EGPB","3"
"1999","svea","\N","ENSA",""
"1999","swansea","SWS","EGFH",""
"1999","sylt","GWT","EDXW",""
"1999","tampere-pirkkala","TMP","EFTP",""
"1999","tenerife norte","TFN","GCXO",""
"1999","thisted","TED","EKTS",""
"1999","tiree","TRE","EGPU",""
"1999","tivat","TIV","LYTV","24041"
"1999","tokat","\N","LTAW","23997"
"1999","trabzon","TZX","LTCG",""
"1999","turku","TKU","EFTU","901"
"1999","unst","\N","ETNW",""
"1999","usak","LUN","FLLS","4424"
"1999","utti","QVY","EFUT",""
"1999","vaasa","VAA","EFVA",""
"1999","valencia","VLC","LEVC",""
"1999","valladolid","VLL","LEVD",""
"1999","varkaus","VRK","EFVR",""
"1999","varna","VAR","LBWN","36925"
"1999","vigo","VGO","LEVX",""
"1999","vila real","VRL","LPVR","251"
"1999","visby","VBY","ESSV",""
"1999","viseu","\N","LPVZ",""
"1999","vitoria","VIT","LEVT",""
"1999","waddington","WTN","EGXW",""
"1999","wangerooge","AGE","EDWG",""
"1999","wick","LGW","EGKK",""
"1999","worms","\N","EDFV",""
"1999","zafer","KZR","LTBZ",""
"1999","zaragoza","ZAZ","LEZG","247605"
"2000","aalborg","AAL","EKYT","304"
"2000","aarhus","AAR","EKAH",""
"2000","adana","ADA","LTAF","38169"
"2000","agen-la garenne","AGF","LFBA","177420"
"2000","agri","AGQ","LGAG",""
"2000","alderney","ACI","EGJA",""
"2000","alicante","ALC","LEAL","10"
"2000","alta","ALF","ENAT",""
"2000","antalya","AYT","LTAI",""
"2000","aosta","AOT","LIMW",""
"2000","arad","MFQ","DRRM",""
"2000","araxos","GPA","LGRX",""
"2000","asturias","OVD","LEAS",""
"2000","astypalaia","JTY","LGPL","631"
"2000","augsburg","AGB","EDMA",""
"2000","aurillac","AUR","LFLW",""
"2000","avignon-caumont","AVN","LFMV",""
"2000","badajoz","BJZ","LEBZ",""
"2000","bardufoss","BDU","ENDU","123529"
"2000","barra","\N","SBBW","17"
"2000","barth","BBH","EDBH","2"
"2000","basel","BSL","LFSB",""
"2000","bastia-poretta","BIA","LFKB","78768"
"2000","batman","BAL","LTCJ","572"
"2000","bayreuth","BYU","EDQD",""
"2000","beja","\N","LPBJ","4089"
"2000","bembridge","BBP","EGHJ","518"
"2000","benbecula","BEB","EGPL",""
"2000","berlin-tegel","TXL","EDDT",""
"2000","biggin hill","BQH","EGKB","765"
"2000","bilbao","BIO","LEBB","1075"
"2000","billund","BLL","EKBI","13751"
"2000","birmingham","BHX","EGBB",""
"2000","blackbushe","BBS","EGLK",""
"2000","blackpool","BLK","EGNH",""
"2000","bolzano","BZO","LIPB","37839"
"2000","borkum","BMK","EDWR","12841"
"2000","bournemouth","BOH","EGHH",""
"2000","bremen","BRE","EDDW",""
"2000","bremerhaven","BRV","EDWB",""
"2000","bristol","BRS","EGGD","7"
"2000","bristol filton","FZO","EGTG","17729"
"2000","brize norton","BZZ","EGVN",""
"2000","brussels","BRU","EBBR",""
"2000","buochs","BXO","LSZC",""
"2000","burgas","BOJ","LBBG",""
"2000","caen-carpiquet","CFR","LFRK",""
"2000","calvi-sainte-catherine","CLY","LFKC","20"
"2000","cambridge","YCB","CYCB",""
"2000","campbeltown","CAL","EGEC","1525"
"2000","cannes-mandelieu","CEQ","LFMD",""
"2000","cardiff","CWL","EGFF",""
"2000","carlisle","CAX","EGNC","13709"
"2000","cascais","\N","LPCS",""
"2000","cherbourg-maupertus","CER","LFRC",""
"2000","chichester/goodwood","\N","EGHR",""
"2000","comiso","CIY","LICB",""
"2000","cork","ORK","EICK",""
"2000","corvo","CVU","LPCR","15589"
"2000","courchevel","CVF","LFLJ",""
"2000","coventry","CVT","EGBE",""
"2000","craiova","CRA","LRCV","3220"
"2000","cranfield","\N","EGTC",""
"2000","debrecen","DEB","LHDC",""
"2000","diyarbakir","DIY","LTCC",""
"2000","dole-tavaux","DLE","LFGJ",""
"2000","donaueschingen-villingen","ZQL","EDTD",""
"2000","doncaster sheffield","DSA","EGCN",""
"2000","dortmund","DTM","EDLW",""
"2000","dresden","DRS","EDDC",""
"2000","dublin","DUB","EIDW",""
"2000","dundee","DND","EGPN",""
"2000","durham tees valley","MME","EGNV","31"
"2000","dzaoudzi","DZA","FMCZ","5749"
"2000","east midlands","EMA","EGNX",""
"2000","edinburgh","EDI","EGPH","27649"
"2000","eindhoven","EIN","EHEH",""
"2000","emden","EME","EDWE",""
"2000","enontekio","ENF","EFET",""
"2000","erzincan","ERC","LTCD",""
"2000","erzurum","ERZ","LTCE",""
"2000","esbjerg","EBJ","EKEB",""
"2000","exeter","EXT","EGTE",""
"2000","farnborough","FAB","EGLF",""
"2000","faro","ZFA","CZFA","3"
"2000","flores","FLW","LPFL",""
"2000","frankfurt-egelsbach","QEF","EDFE",""
"2000","frankfurt-hahn","HHN","EDFH",""
"2000","friedrichshafen","FDH","EDNY",""
"2000","fuerteventura","FUE","GCFV",""
"2000","galway","GWY","EICM",""
"2000","gaziantep","GZT","LTAJ",""
"2000","geneva","GVA","LSGG",""
"2000","girona","GRO","LEGE","9844"
"2000","glasgow","GLA","EGPF","3570"
"2000","gloucestershire","GLO","EGBJ","24264"
"2000","graciosa","GRW","LPGR",""
"2000","gran canaria","LPA","GCLP",""
"2000","graz","\N","LIRM","61"
"2000","grenchen","\N","LSZG","11164"
"2000","guernsey","GCI","EGJB",""
"2000","halli","KEV","EFHA",""
"2000","halmstad","HAD","ESMT",""
"2000","hamburg","HAM","EDDH",""
"2000","hamburg-finkenwerder","XFW","EDHI",""
"2000","hammerfest","HFT","ENHF",""
"2000","","GKA","AYGA",""
"2000","hanko","\N","EFHN",""
"2000","hannover","HAJ","EDDV",""
"2000","harle","CRL","EBCI",""
"2000","hasvik","HAA","ENHK",""
"2000","hatay","HTY","LTDA",""
"2000","haverfordwest","\N","EGFE",""
"2000","hawarden","CEG","EGNR",""
"2000","heringsdorf","HDF","EDAH",""
"2000","hernesaari","HEN","EFHE",""
"2000","hierro","VDE","GCHI",""
"2000","hof-plauen","HOQ","EDQM",""
"2000","horta","HOR","LPHR",""
"2000","humberside","HUY","EGNJ","11282"
"2000","ibiza","IBZ","LEIB","20097"
"2000","immola","\N","EFIM",""
"2000","innsbruck","INN","LOWI","10368"
"2000","inverness","INV","EGPE","928"
"2000","ireland west","NOC","EIKN",""
"2000","islay","ILY","EGPI","32"
"2000","isle of man","IOM","EGNS","1816"
"2000","ivalo","IVL","EFIV","49"
"2000","jan mayen","ZXB","ENJA",""
"2000","jerez","XRY","LEJR","2237"
"2000","jersey","JER","EGJJ","5364"
"2000","joensuu","JOE","EFJO","55"
"2000","juist","JUI","EDWJ",""
"2000","jyvaskyla","JYV","EFJY","1115"
"2000","kajaani","KAJ","EFKI","18"
"2000","kalamata","KLX","LGKL",""
"2000","kalmar","KLR","ESMQ","1530"
"2000","kalymnos","JKL","LGKY",""
"2000","kapadokya","NAV","LTAZ",""
"2000","karlovy vary","KLV","LKKV",""
"2000","karlstad","KSD","ESOK","2415"
"2000","karpathos","AOK","LGKP",""
"2000","karup","KRP","EKKA",""
"2000","kassel-calden","KSF","EDVK",""
"2000","kastamonu","KFS","LTAL",""
"2000","kastelorizo","KZS","LGKJ",""
"2000","kauhava","KAU","EFKA",""
"2000","kautokeino","\N","ENKA",""
"2000","kayseri","ASR","LTAU",""
"2000","keflavik","KEF","BIKF",""
"2000","kemi-tornio","KEM","EFKE","1"
"2000","kerry","KIR","EIKY",""
"2000","kiel-holtenau","KEL","EDHK",""
"2000","kirkwall","KOI","EGPA","33"
"2000","kiruna","KRN","ESNQ","77"
"2000","kjeller","\N","ENKJ",""
"2000","klagenfurt","KLU","LOWK","3863"
"2000","koblenz-winningen","ZNV","EDRK",""
"2000","kokkola-pietarsaari","KOK","EFKK","25"
"2000","konya","KYA","LTAN",""
"2000","kuopio","KUO","EFKU","50"
"2000","kuusamo","KAO","EFKS","12"
"2000","la palma","SPC","GCLA","2203"
"2000","laage","RLG","ETNL",""
"2000","lajes","TER","LPLA",""
"2000","lamezia terme","SUF","LICA","2"
"2000","lampedusa","LMP","LICD",""
"2000","landshut","\N","EDML",""
"2000","langeoog","LGO","EDWL",""
"2000","lannion","LAI","LFRO",""
"2000","lanzarote","ACE","GCRR","21030"
"2000","lappeenranta","LPP","EFLP","244"
"2000","le castellet","CTT","LFMQ",""
"2000","le mans-arnage","LME","LFRM",""
"2000","le puy-loudes","LPY","LFHP",""
"2000","leeds bradford","LBA","EGNM","15150"
"2000","leknes","LKN","ENLK",""
"2000","lennart meri tallinn","TLL","EETN",""
"2000","leon","LBV","FOOL",""
"2000","leros","LRS","LGLE",""
"2000","les eplatures","\N","LSGC",""
"2000","lille-lesquin","LIL","LFQQ","2550"
"2000","linz","LNZ","LOWL","12797"
"2000","lisboa","NOV","FNHU",""
"2000","liverpool","LPL","EGGP","13717"
"2000","locarno","ZJI","LSZL",""
"2000","london gatwick","LGW","EGKK","210115"
"2000","london heathrow","LHR","EGLL","393307"
"2000","london luton","LTN","EGGW","43252"
"2000","london stansted","STN","EGSS","121805"
"2000","lugano","LUG","LSZA","718"
"2000","luxembourg","LUX","ELLX","50639"
"2000","lydd","LYX","EGMD","224"
"2000","lyneham","LYE","EGDL","1"
"2000","lyon-bron","LYN","LFLY",""
"2000","madeira","FNC","LPMA",""
"2000","malatya","MLX","LTAO",""
"2000","manchester","MAN","EGCC","127208"
"2000","manchester woodford","\N","EGCD",""
"2000","mandal","MDL","VYMD",""
"2000","mardin","MQM","LTCR",""
"2000","mariehamn","MHQ","EFMA","1197"
"2000","mehamn","MEH","ENMH",""
"2000","melilla","MLN","GEML",""
"2000","memmingen","FMM","EDJA",""
"2000","menorca","MAH","LEMH","10870"
"2000","mikkeli","MIK","EFMI",""
"2000","mikonos","JMK","LGMK",""
"2000","mildenhall","MHZ","EGUN",""
"2000","milos","MLO","LGML",""
"2000","mus","YQA","CYQA",""
"2000","namsos","OSY","ENNM",""
"2000","nantes atlantique","NTE","LFRS","9797"
"2000","naxos","JNX","LGNX",""
"2000","newcastle","NCL","EGNT","19875"
"2000","newquay","NQY","EGHQ",""
"2000","norden-norddeich","NOE","EDWS",""
"2000","norderney","NRD","EDWY",""
"2000","northolt","NHT","EGWU","2"
"2000","norwich","NWI","EGSH","9047"
"2000","oberpfaffenhofen","OBF","EDMO",""
"2000","oradea","OMR","LROD",""
"2000","orland","ORL","KORL",""
"2000","ouessant","\N","LFEC",""
"2000","oulu","OUL","EFOU","1461"
"2000","palma de mallorca","PMI","LEPA","90150"
"2000","pamplona","PNA","LEPP","79"
"2000","pantelleria","PNL","LICG",""
"2000","pardubice","PED","LKPD",""
"2000","paris-orly","ORY","LFPO",""
"2000","parma","PMF","LIMP",""
"2000","paros","PAS","LGPA",""
"2000","penzance","PZE","EGHK","1"
"2000","pescara","PSR","LIBP",""
"2000","pico","PIX","LPPI",""
"2000","plymouth","PLH","EGHD","1"
"2000","podgorica","TGD","LYPG",""
"2000","poitiers-biard","PIS","LFBI",""
"2000","pori","POR","EFPO","1046"
"2000","porto","PBN","FNPA",""
"2000","porto santo","PXO","LPPS",""
"2000","prestwick","PIK","EGPK","6642"
"2000","pula","APL","FQNP",""
"2000","rakkestad","\N","ENRK",""
"2000","redhill","KRH","EGKR",""
"2000","reggio calabria","REG","LICR",""
"2000","reus","REU","LERS","3854"
"2000","riga","LUQ","SAOU",""
"2000","ronneby","RNB","ESDF","1268"
"2000","rost","RLG","ETNL",""
