YEAR,AIRPORT_NAME,IATA_CODE,ICAO_CODE,TRAFFIC
"1993","aalborg","AAL","EKYT",""
"1993","aarhus","AAR","EKAH",""
"1993","adana","ADA","LTAF","5945"
"1993","agen-la garenne","AGF","LFBA",""
"1993","agri","AGQ","LGAG",""
"1993","alderney","ACI","EGJA",""
"1993","alicante","ALC","LEAL",""
"1993","alta","ALF","ENAT",""
"1993","antalya","AYT","LTAI",""
"1993","aosta","AOT","LIMW",""
"1993","arad","MFQ","DRRM",""
"1993","araxos","GPA","LGRX",""
"1993","asturias","OVD","LEAS",""
"1993","astypalaia","JTY","LGPL",""
"1993","augsburg","AGB","EDMA",""
"1993","aurillac","AUR","LFLW",""
"1993","avignon-caumont","AVN","LFMV",""
"1993","badajoz","BJZ","LEBZ",""
"1993","bardufoss","BDU","ENDU",""
"1993","barra","\N","SBBW",""
"1993","barth","BBH","EDBH",""
"1993","basel","BSL","LFSB",""
"1993","bastia-poretta","BIA","LFKB",""
"1993","batman","BAL","LTCJ",""
"1993","bayreuth","BYU","EDQD",""
"1993","beja","\N","LPBJ",""
"1993","bembridge","BBP","EGHJ","57"
"1993","benbecula","BEB","EGPL","3"
"1993","berlin-tegel","TXL","EDDT","16603"
"1993","biggin hill","BQH","EGKB",""
"1993","bilbao","BIO","LEBB","1312"
"1993","billund","BLL","EKBI",""
"1993","birmingham","BHX","EGBB",""
"1993","blackbushe","BBS","EGLK",""
"1993","blackpool","BLK","EGNH",""
"1993","bolzano","BZO","LIPB",""
"1993","borkum","BMK","EDWR",""
"1993","bournemouth","BOH","EGHH",""
"1993","bremen","BRE","EDDW",""
"1993","bremerhaven","BRV","EDWB","12930"
"1993","bristol","BRS","EGGD",""
"1993","bristol filton","FZO","EGTG","13483"
"1993","brize norton","BZZ","EGVN",""
"1993","brussels","BRU","EBBR",""
"1993","buochs","BXO","LSZC",""
"1993","burgas","BOJ","LBBG",""
"1993","caen-carpiquet","CFR","LFRK",""
"1993","calvi-sainte-catherine","CLY","LFKC",""
"1993","cambridge","YCB","CYCB",""
"1993","campbeltown","CAL","EGEC","1869"
"1993","cannes-mandelieu","CEQ","LFMD",""
"1993","cardiff","CWL","EGFF",""
"1993","carlisle","CAX","EGNC","8676"
"1993","cascais","\N","LPCS","2"
"1993","cherbourg-maupertus","CER","LFRC",""
"1993","chichester/goodwood","\N","EGHR",""
"1993","comiso","CIY","LICB",""
"1993","cork","ORK","EICK",""
"1993","corvo","CVU","LPCR",""
"1993","courchevel","CVF","LFLJ",""
"1993","coventry","CVT","EGBE",""
"1993","craiova","CRA","LRCV","2402"
"1993","cranfield","\N","EGTC",""
"1993","debrecen","DEB","LHDC",""
"1993","diyarbakir","DIY","LTCC",""
"1993","dole-tavaux","DLE","LFGJ",""
"1993","donaueschingen-villingen","ZQL","EDTD",""
"1993","doncaster sheffield","DSA","EGCN",""
"1993","dortmund","DTM","EDLW",""
"1993","dresden","DRS","EDDC",""
"1993","dublin","DUB","EIDW","4880"
"1993","dundee","DND","EGPN","101328"
"1993","durham tees valley","MME","EGNV",""
"1993","dzaoudzi","DZA","FMCZ","2046"
"1993","east midlands","EMA","EGNX",""
"1993","edinburgh","EDI","EGPH","13925"
"1993","eindhoven","EIN","EHEH",""
"1993","emden","EME","EDWE",""
"1993","enontekio","ENF","EFET",""
"1993","erzincan","ERC","LTCD","1399"
"1993","erzurum","ERZ","LTCE",""
"1993","esbjerg","EBJ","EKEB",""
"1993","exeter","EXT","EGTE",""
"1993","farnborough","FAB","EGLF",""
"1993","faro","ZFA","CZFA","1"
"1993","flores","FLW","LPFL",""
"1993","frankfurt-egelsbach","QEF","EDFE",""
"1993","frankfurt-hahn","HHN","EDFH",""
"1993","friedrichshafen","FDH","EDNY",""
"1993","fuerteventura","FUE","GCFV",""
"1993","galway","GWY","EICM",""
"1993","gaziantep","GZT","LTAJ",""
"1993","geneva","GVA","LSGG",""
"1993","girona","GRO","LEGE",""
"1993","glasgow","GLA","EGPF",""
"1993","gloucestershire","GLO","EGBJ","20099"
"1993","graciosa","GRW","LPGR",""
"1993","gran canaria","LPA","GCLP",""
"1993","graz","\N","LIRM",""
"1993","grenchen","\N","LSZG","8127"
"1993","guernsey","GCI","EGJB",""
"1993","halli","KEV","EFHA",""
"1993","halmstad","HAD","ESMT",""
"1993","hamburg","HAM","EDDH",""
"1993","hamburg-finkenwerder","XFW","EDHI","59508"
"1993","hammerfest","HFT","ENHF",""
"1993","","GKA","AYGA",""
"1993","hanko","\N","EFHN",""
"1993","hannover","HAJ","EDDV",""
"1993","harle","CRL","EBCI",""
"1993","hasvik","HAA","ENHK",""
"1993","hatay","HTY","LTDA",""
"1993","haverfordwest","\N","EGFE",""
"1993","hawarden","CEG","EGNR","6"
"1993","heringsdorf","HDF","EDAH",""
"1993","hernesaari","HEN","EFHE",""
"1993","hierro","VDE","GCHI",""
"1993","hof-plauen","HOQ","EDQM",""
"1993","horta","HOR","LPHR",""
"1993","humberside","HUY","EGNJ","3254"
"1993","ibiza","IBZ","LEIB",""
"1993","immola","\N","EFIM",""
"1993","innsbruck","INN","LOWI","8265"
"1993","inverness","INV","EGPE","122"
"1993","ireland west","NOC","EIKN",""
"1993","islay","ILY","EGPI",""
"1993","isle of man","IOM","EGNS","1001"
"1993","ivalo","IVL","EFIV",""
"1993","jan mayen","ZXB","ENJA",""
"1993","jerez","XRY","LEJR",""
"1993","jersey","JER","EGJJ","3953"
"1993","joensuu","JOE","EFJO",""
"1993","juist","JUI","EDWJ",""
"1993","jyvaskyla","JYV","EFJY",""
"1993","kajaani","KAJ","EFKI",""
"1993","kalamata","KLX","LGKL",""
"1993","kalmar","KLR","ESMQ",""
"1993","kalymnos","JKL","LGKY",""
"1993","kapadokya","NAV","LTAZ",""
"1993","karlovy vary","KLV","LKKV",""
"1993","karlstad","KSD","ESOK",""
"1993","karpathos","AOK","LGKP",""
"1993","karup","KRP","EKKA",""
"1993","kassel-calden","KSF","EDVK",""
"1993","kastamonu","KFS","LTAL",""
"1993","kastelorizo","KZS","LGKJ",""
"1993","kauhava","KAU","EFKA",""
"1993","kautokeino","\N","ENKA",""
"1993","kayseri","ASR","LTAU",""
"1993","keflavik","KEF","BIKF",""
"1993","kemi-tornio","KEM","EFKE",""
"1993","kerry","KIR","EIKY",""
"1993","kiel-holtenau","KEL","EDHK",""
"1993","kirkwall","KOI","EGPA","35"
"1993","kiruna","KRN","ESNQ",""
"1993","kjeller","\N","ENKJ",""
"1993","klagenfurt","KLU","LOWK","3445"
"1993","koblenz-winningen","ZNV","EDRK",""
"1993","kokkola-pietarsaari","KOK","EFKK",""
"1993","konya","KYA","LTAN",""
"1993","kuopio","KUO","EFKU",""
"1993","kuusamo","KAO","EFKS",""
"1993","la palma","SPC","GCLA",""
"1993","laage","RLG","ETNL",""
"1993","lajes","TER","LPLA",""
"1993","lamezia terme","SUF","LICA",""
"1993","lampedusa","LMP","LICD",""
"1993","landshut","\N","EDML",""
"1993","langeoog","LGO","EDWL",""
"1993","lannion","LAI","LFRO",""
"1993","lanzarote","ACE","GCRR",""
"1993","lappeenranta","LPP","EFLP",""
"1993","le castellet","CTT","LFMQ",""
"1993","le mans-arnage","LME","LFRM",""
"1993","le puy-loudes","LPY","LFHP",""
"1993","leeds bradford","LBA","EGNM","8421"
"1993","leknes","LKN","ENLK",""
"1993","lennart meri tallinn","TLL","EETN",""
"1993","leon","LBV","FOOL",""
"1993","leros","LRS","LGLE",""
"1993","les eplatures","\N","LSGC",""
"1993","lille-lesquin","LIL","LFQQ",""
"1993","linz","LNZ","LOWL","8712"
"1993","lisboa","NOV","FNHU",""
"1993","liverpool","LPL","EGGP","3972"
"1993","locarno","ZJI","LSZL",""
"1993","london gatwick","LGW","EGKK","141284"
"1993","london heathrow","LHR","EGLL","316500"
"1993","london luton","LTN","EGGW","15987"
"1993","london stansted","STN","EGSS","35518"
"1993","lugano","LUG","LSZA","4010"
"1993","luxembourg","LUX","ELLX","33449"
"1993","lydd","LYX","EGMD","231"
"1993","lyneham","LYE","EGDL",""
"1993","lyon-bron","LYN","LFLY",""
"1993","madeira","FNC","LPMA",""
"1993","malatya","MLX","LTAO",""
"1993","manchester","MAN","EGCC","89416"
"1993","manchester woodford","\N","EGCD",""
"1993","mandal","MDL","VYMD",""
"1993","mardin","MQM","LTCR",""
"1993","mariehamn","MHQ","EFMA",""
"1993","mehamn","MEH","ENMH",""
"1993","melilla","MLN","GEML",""
"1993","memmingen","FMM","EDJA",""
"1993","menorca","MAH","LEMH",""
"1993","mikkeli","MIK","EFMI",""
"1993","mikonos","JMK","LGMK",""
"1993","mildenhall","MHZ","EGUN","2"
"1993","milos","MLO","LGML",""
"1993","mus","YQA","CYQA",""
"1993","namsos","OSY","ENNM",""
"1993","nantes atlantique","NTE","LFRS",""
"1993","naxos","JNX","LGNX",""
"1993","newcastle","NCL","EGNT","15175"
"1993","newquay","NQY","EGHQ",""
"1993","norden-norddeich","NOE","EDWS",""
"1993","norderney","NRD","EDWY",""
"1993","northolt","NHT","EGWU",""
"1993","norwich","NWI","EGSH","3061"
"1993","oberpfaffenhofen","OBF","EDMO",""
"1993","oradea","OMR","LROD",""
"1993","orland","ORL","KORL",""
"1993","ouessant","\N","LFEC",""
"1993","oulu","OUL","EFOU",""
"1993","palma de mallorca","PMI","LEPA",""
"1993","pamplona","PNA","LEPP",""
"1993","pantelleria","PNL","LICG",""
"1993","pardubice","PED","LKPD",""
"1993","paris-orly","ORY","LFPO",""
"1993","parma","PMF","LIMP",""
"1993","paros","PAS","LGPA",""
"1993","penzance","PZE","EGHK",""
"1993","pescara","PSR","LIBP",""
"1993","pico","PIX","LPPI",""
"1993","plymouth","PLH","EGHD","6"
"1993","podgorica","TGD","LYPG",""
"1993","poitiers-biard","PIS","LFBI",""
"1993","pori","POR","EFPO",""
"1993","porto","PBN","FNPA",""
"1993","porto santo","PXO","LPPS",""
"1993","prestwick","PIK","EGPK","935"
"1993","pula","APL","FQNP",""
"1993","rakkestad","\N","ENRK",""
"1993","redhill","KRH","EGKR",""
"1993","reggio calabria","REG","LICR",""
"1993","reus","REU","LERS",""
"1993","riga","LUQ","SAOU",""
"1993","ronneby","RNB","ESDF",""
"1993","rost","RLG","ETNL",""
"1993","rotterdam","RTM","EHRD",""
"1993","rovaniemi","RVN","EFRO",""
"1993","saanen","\N","LSGK",""
"1993"," grand","YGL","CYGL",""
"1993","saint-nazaire-montoir","SNR","LFRZ","14258"
"1993","salamanca","SLM","LESA",""
"1993","salzburg","SZG","LOWS",""
"1993","samedan","SMV","LSZS",""
"1993","san sebastian","EAS","LESO",""
"1993","santa maria","SMA","LPAZ",""
"1993","santiago","SCQ","LEST",""
"1993","santorini","JTR","LGSR",""
"1993","satu mare","SUJ","LRSM",""
"1993","savonlinna","SVL","EFSA",""
"1993","scatsta","SCS","EGPM",""
"1993","sevilla","SVQ","LEZL",""
"1993","shannon","SNN","EINN",""
"1993","sheffield city","\N","EGSY",""
"1993","shoreham","ESH","EGKA",""
"1993","sibiu","SBZ","LRSB",""
"1993","siegerland","\N","EDGS",""
"1993","siirt","\N","LTCL",""
"1993","sinop","SIC","LTCM","213"
"1993","sion","RZE","EPRZ",""
"1993","skiros","SKU","LGSY",""
"1993","skopje","SKP","LWSK",""
"1993","sodankyla","SOT","EFSO",""
"1993","sofia","SOF","LBSF",""
"1993","southampton","SOU","EGHI",""
"1993","southend","SEN","EGMC","1290"
"1993","st. peter-ording","PSH","EDXO",""
"1993","stornoway","SYY","EGPO",""
"1993","strasbourg airport","SXB","LFST",""
"1993","straubing","RBM","EDMS",""
"1993","stuttgart","STR","EDDS","524"
"1993","sumburgh","LSI","EGPB",""
"1993","svea","\N","ENSA","5"
"1993","swansea","SWS","EGFH",""
"1993","sylt","GWT","EDXW",""
"1993","tampere-pirkkala","TMP","EFTP",""
"1993","tenerife norte","TFN","GCXO",""
"1993","thisted","TED","EKTS",""
"1993","tiree","TRE","EGPU",""
"1993","tivat","TIV","LYTV",""
"1993","tokat","\N","LTAW",""
"1993","trabzon","TZX","LTCG",""
"1993","turku","TKU","EFTU",""
"1993","unst","\N","ETNW",""
"1993","usak","LUN","FLLS",""
"1993","utti","QVY","EFUT",""
"1993","vaasa","VAA","EFVA",""
"1993","valencia","VLC","LEVC",""
"1993","valladolid","VLL","LEVD",""
"1993","varkaus","VRK","EFVR",""
"1993","varna","VAR","LBWN",""
"1993","vigo","VGO","LEVX",""
"1993","vila real","VRL","LPVR",""
"1993","visby","VBY","ESSV",""
"1993","viseu","\N","LPVZ",""
"1993","vitoria","VIT","LEVT",""
"1993","waddington","WTN","EGXW",""
"1993","wangerooge","AGE","EDWG",""
"1993","wick","LGW","EGKK",""
"1993","worms","\N","EDFV",""
"1993","zafer","KZR","LTBZ",""
"1993","zaragoza","ZAZ","LEZG","171957"
"1994","aalborg","AAL","EKYT",""
"1994","aarhus","AAR","EKAH",""
"1994","adana","ADA","LTAF","6513"
"1994","agen-la garenne","AGF","LFBA",""
"1994","agri","AGQ","LGAG",""
"1994","alderney","ACI","EGJA","1"
"1994","alicante","ALC","LEAL",""
"1994","alta","ALF","ENAT",""
"1994","antalya","AYT","LTAI",""
"1994","aosta","AOT","LIMW",""
"1994","arad","MFQ","DRRM",""
"1994","araxos","GPA","LGRX",""
"1994","asturias","OVD","LEAS",""
"1994","astypalaia","JTY","LGPL",""
"1994","augsburg","AGB","EDMA",""
"1994","aurillac","AUR","LFLW",""
"1994","avignon-caumont","AVN","LFMV",""
"1994","badajoz","BJZ","LEBZ",""
"1994","bardufoss","BDU","ENDU",""
"1994","barra","\N","SBBW",""
"1994","barth","BBH","EDBH",""
"1994","basel","BSL","LFSB",""
"1994","bastia-poretta","BIA","LFKB",""
"1994","batman","BAL","LTCJ",""
"1994","bayreuth","BYU","EDQD",""
"1994","beja","\N","LPBJ",""
"1994","bembridge","BBP","EGHJ","78"
"1994","benbecula","BEB","EGPL",""
"1994","berlin-tegel","TXL","EDDT","18453"
"1994","biggin hill","BQH","EGKB",""
"1994","bilbao","BIO","LEBB","2076"
"1994","billund","BLL","EKBI",""
"1994","birmingham","BHX","EGBB",""
"1994","blackbushe","BBS","EGLK",""
"1994","blackpool","BLK","EGNH","1"
"1994","bolzano","BZO","LIPB",""
"1994","borkum","BMK","EDWR",""
"1994","bournemouth","BOH","EGHH",""
"1994","bremen","BRE","EDDW",""
"1994","bremerhaven","BRV","EDWB","13482"
"1994","bristol","BRS","EGGD",""
"1994","bristol filton","FZO","EGTG","12766"
"1994","brize norton","BZZ","EGVN",""
"1994","brussels","BRU","EBBR",""
"1994","buochs","BXO","LSZC",""
"1994","burgas","BOJ","LBBG",""
"1994","caen-carpiquet","CFR","LFRK",""
"1994","calvi-sainte-catherine","CLY","LFKC",""
"1994","cambridge","YCB","CYCB",""
"1994","campbeltown","CAL","EGEC","2225"
"1994","cannes-mandelieu","CEQ","LFMD",""
"1994","cardiff","CWL","EGFF",""
"1994","carlisle","CAX","EGNC","9915"
"1994","cascais","\N","LPCS",""
"1994","cherbourg-maupertus","CER","LFRC",""
"1994","chichester/goodwood","\N","EGHR",""
"1994","comiso","CIY","LICB",""
"1994","cork","ORK","EICK",""
"1994","corvo","CVU","LPCR",""
"1994","courchevel","CVF","LFLJ",""
"1994","coventry","CVT","EGBE",""
"1994","craiova","CRA","LRCV","3071"
"1994","cranfield","\N","EGTC",""
"1994","debrecen","DEB","LHDC",""
"1994","diyarbakir","DIY","LTCC",""
"1994","dole-tavaux","DLE","LFGJ",""
"1994","donaueschingen-villingen","ZQL","EDTD",""
"1994","doncaster sheffield","DSA","EGCN",""
"1994","dortmund","DTM","EDLW",""
"1994","dresden","DRS","EDDC",""
"1994","dublin","DUB","EIDW","6613"
"1994","dundee","DND","EGPN","105012"
"1994","durham tees valley","MME","EGNV",""
"1994","dzaoudzi","DZA","FMCZ","2254"
"1994","east midlands","EMA","EGNX",""
"1994","edinburgh","EDI","EGPH","18452"
"1994","eindhoven","EIN","EHEH",""
"1994","emden","EME","EDWE",""
"1994","enontekio","ENF","EFET",""
"1994","erzincan","ERC","LTCD","1731"
"1994","erzurum","ERZ","LTCE",""
"1994","esbjerg","EBJ","EKEB",""
"1994","exeter","EXT","EGTE",""
"1994","farnborough","FAB","EGLF",""
"1994","faro","ZFA","CZFA",""
"1994","flores","FLW","LPFL",""
"1994","frankfurt-egelsbach","QEF","EDFE",""
"1994","frankfurt-hahn","HHN","EDFH",""
"1994","friedrichshafen","FDH","EDNY",""
"1994","fuerteventura","FUE","GCFV",""
"1994","galway","GWY","EICM",""
"1994","gaziantep","GZT","LTAJ",""
"1994","geneva","GVA","LSGG",""
"1994","girona","GRO","LEGE",""
"1994","glasgow","GLA","EGPF",""
"1994","gloucestershire","GLO","EGBJ","22359"
"1994","graciosa","GRW","LPGR",""
"1994","gran canaria","LPA","GCLP",""
"1994","graz","\N","LIRM",""
"1994","grenchen","\N","LSZG","8259"
"1994","guernsey","GCI","EGJB",""
"1994","halli","KEV","EFHA",""
"1994","halmstad","HAD","ESMT",""
"1994","hamburg","HAM","EDDH",""
"1994","hamburg-finkenwerder","XFW","EDHI","61109"
"1994","hammerfest","HFT","ENHF",""
"1994","","GKA","AYGA",""
"1994","hanko","\N","EFHN",""
"1994","hannover","HAJ","EDDV",""
"1994","harle","CRL","EBCI",""
"1994","hasvik","HAA","ENHK",""
"1994","hatay","HTY","LTDA",""
"1994","haverfordwest","\N","EGFE",""
"1994","hawarden","CEG","EGNR",""
"1994","heringsdorf","HDF","EDAH",""
"1994","hernesaari","HEN","EFHE",""
"1994","hierro","VDE","GCHI",""
"1994","hof-plauen","HOQ","EDQM",""
"1994","horta","HOR","LPHR",""
"1994","humberside","HUY","EGNJ","4335"
"1994","ibiza","IBZ","LEIB",""
"1994","immola","\N","EFIM",""
"1994","innsbruck","INN","LOWI","7556"
"1994","inverness","INV","EGPE","57"
"1994","ireland west","NOC","EIKN",""
"1994","islay","ILY","EGPI",""
"1994","isle of man","IOM","EGNS","1008"
"1994","ivalo","IVL","EFIV",""
"1994","jan mayen","ZXB","ENJA",""
"1994","jerez","XRY","LEJR",""
"1994","jersey","JER","EGJJ","4063"
"1994","joensuu","JOE","EFJO",""
"1994","juist","JUI","EDWJ",""
"1994","jyvaskyla","JYV","EFJY",""
"1994","kajaani","KAJ","EFKI",""
"1994","kalamata","KLX","LGKL",""
"1994","kalmar","KLR","ESMQ",""
"1994","kalymnos","JKL","LGKY",""
"1994","kapadokya","NAV","LTAZ",""
"1994","karlovy vary","KLV","LKKV",""
"1994","karlstad","KSD","ESOK",""
"1994","karpathos","AOK","LGKP",""
"1994","karup","KRP","EKKA",""
"1994","kassel-calden","KSF","EDVK",""
"1994","kastamonu","KFS","LTAL",""
"1994","kastelorizo","KZS","LGKJ",""
"1994","kauhava","KAU","EFKA",""
"1994","kautokeino","\N","ENKA",""
"1994","kayseri","ASR","LTAU",""
"1994","keflavik","KEF","BIKF",""
"1994","kemi-tornio","KEM","EFKE",""
"1994","kerry","KIR","EIKY",""
"1994","kiel-holtenau","KEL","EDHK",""
"1994","kirkwall","KOI","EGPA","39"
"1994","kiruna","KRN","ESNQ",""
"1994","kjeller","\N","ENKJ",""
"1994","klagenfurt","KLU","LOWK","3483"
"1994","koblenz-winningen","ZNV","EDRK",""
"1994","kokkola-pietarsaari","KOK","EFKK",""
"1994","konya","KYA","LTAN",""
"1994","kuopio","KUO","EFKU",""
"1994","kuusamo","KAO","EFKS",""
"1994","la palma","SPC","GCLA",""
"1994","laage","RLG","ETNL",""
"1994","lajes","TER","LPLA",""
"1994","lamezia terme","SUF","LICA",""
"1994","lampedusa","LMP","LICD",""
"1994","landshut","\N","EDML",""
"1994","langeoog","LGO","EDWL",""
"1994","lannion","LAI","LFRO",""
"1994","lanzarote","ACE","GCRR",""
"1994","lappeenranta","LPP","EFLP",""
"1994","le castellet","CTT","LFMQ",""
"1994","le mans-arnage","LME","LFRM",""
"1994","le puy-loudes","LPY","LFHP",""
"1994","leeds bradford","LBA","EGNM","9193"
"1994","leknes","LKN","ENLK",""
"1994","lennart meri tallinn","TLL","EETN",""
"1994","leon","LBV","FOOL",""
"1994","leros","LRS","LGLE",""
"1994","les eplatures","\N","LSGC",""
"1994","lille-lesquin","LIL","LFQQ",""
"1994","linz","LNZ","LOWL","8753"
"1994","lisboa","NOV","FNHU",""
"1994","liverpool","LPL","EGGP","4184"
"1994","locarno","ZJI","LSZL",""
"1994","london gatwick","LGW","EGKK","148188"
"1994","london heathrow","LHR","EGLL","335944"
"1994","london luton","LTN","EGGW","14093"
"1994","london stansted","STN","EGSS","42480"
"1994","lugano","LUG","LSZA","3626"
"1994","luxembourg","LUX","ELLX","35401"
"1994","lydd","LYX","EGMD","29"
"1994","lyneham","LYE","EGDL",""
"1994","lyon-bron","LYN","LFLY",""
"1994","madeira","FNC","LPMA",""
"1994","malatya","MLX","LTAO",""
"1994","manchester","MAN","EGCC","98097"
"1994","manchester woodford","\N","EGCD",""
"1994","mandal","MDL","VYMD",""
"1994","mardin","MQM","LTCR",""
"1994","mariehamn","MHQ","EFMA",""
"1994","mehamn","MEH","ENMH",""
"1994","melilla","MLN","GEML",""
"1994","memmingen","FMM","EDJA",""
"1994","menorca","MAH","LEMH",""
"1994","mikkeli","MIK","EFMI",""
"1994","mikonos","JMK","LGMK",""
"1994","mildenhall","MHZ","EGUN","2"
"1994","milos","MLO","LGML",""
"1994","mus","YQA","CYQA",""
"1994","namsos","OSY","ENNM",""
"1994","nantes atlantique","NTE","LFRS",""
"1994","naxos","JNX","LGNX",""
"1994","newcastle","NCL","EGNT","16025"
"1994","newquay","NQY","EGHQ",""
"1994","norden-norddeich","NOE","EDWS",""
"1994","norderney","NRD","EDWY",""
"1994","northolt","NHT","EGWU",""
"1994","norwich","NWI","EGSH","3102"
"1994","oberpfaffenhofen","OBF","EDMO",""
"1994","oradea","OMR","LROD",""
"1994","orland","ORL","KORL",""
"1994","ouessant","\N","LFEC",""
"1994","oulu","OUL","EFOU",""
"1994","palma de mallorca","PMI","LEPA",""
"1994","pamplona","PNA","LEPP",""
"1994","pantelleria","PNL","LICG",""
"1994","pardubice","PED","LKPD",""
"1994","paris-orly","ORY","LFPO",""
"1994","parma","PMF","LIMP",""
"1994","paros","PAS","LGPA",""
"1994","penzance","PZE","EGHK",""
"1994","pescara","PSR","LIBP",""
"1994","pico","PIX","LPPI",""
"1994","plymouth","PLH","EGHD","10"
"1994","podgorica","TGD","LYPG",""
"1994","poitiers-biard","PIS","LFBI",""
"1994","pori","POR","EFPO",""
"1994","porto","PBN","FNPA",""
"1994","porto santo","PXO","LPPS",""
"1994","prestwick","PIK","EGPK","2229"
"1994","pula","APL","FQNP",""
"1994","rakkestad","\N","ENRK",""
"1994","redhill","KRH","EGKR",""
"1994","reggio calabria","REG","LICR",""
"1994","reus","REU","LERS",""
"1994","riga","LUQ","SAOU",""
"1994","ronneby","RNB","ESDF",""
"1994","rost","RLG","ETNL",""
"1994","rotterdam","RTM","EHRD",""
"1994","rovaniemi","RVN","EFRO",""
"1994","saanen","\N","LSGK",""
"1994"," grand","YGL","CYGL",""
"1994","saint-nazaire-montoir","SNR","LFRZ","14447"
"1994","salamanca","SLM","LESA",""
"1994","salzburg","SZG","LOWS",""
"1994","samedan","SMV","LSZS",""
"1994","san sebastian","EAS","LESO",""
"1994","santa maria","SMA","LPAZ",""
"1994","santiago","SCQ","LEST",""
"1994","santorini","JTR","LGSR",""
"1994","satu mare","SUJ","LRSM",""
"1994","savonlinna","SVL","EFSA",""
"1994","scatsta","SCS","EGPM",""
"1994","sevilla","SVQ","LEZL",""
"1994","shannon","SNN","EINN",""
"1994","sheffield city","\N","EGSY",""
"1994","shoreham","ESH","EGKA",""
"1994","sibiu","SBZ","LRSB",""
"1994","siegerland","\N","EDGS",""
"1994","siirt","\N","LTCL",""
"1994","sinop","SIC","LTCM","154"
"1994","sion","RZE","EPRZ",""
"1994","skiros","SKU","LGSY",""
"1994","skopje","SKP","LWSK",""
"1994","sodankyla","SOT","EFSO",""
"1994","sofia","SOF","LBSF",""
"1994","southampton","SOU","EGHI",""
"1994","southend","SEN","EGMC","1600"
"1994","st. peter-ording","PSH","EDXO",""
"1994","stornoway","SYY","EGPO",""
"1994","strasbourg airport","SXB","LFST",""
"1994","straubing","RBM","EDMS",""
"1994","stuttgart","STR","EDDS","670"
"1994","sumburgh","LSI","EGPB",""
"1994","svea","\N","ENSA","1"
"1994","swansea","SWS","EGFH",""
"1994","sylt","GWT","EDXW",""
"1994","tampere-pirkkala","TMP","EFTP",""
"1994","tenerife norte","TFN","GCXO",""
"1994","thisted","TED","EKTS",""
"1994","tiree","TRE","EGPU",""
"1994","tivat","TIV","LYTV",""
"1994","tokat","\N","LTAW",""
"1994","trabzon","TZX","LTCG",""
"1994","turku","TKU","EFTU",""
"1994","unst","\N","ETNW",""
"1994","usak","LUN","FLLS",""
"1994","utti","QVY","EFUT",""
"1994","vaasa","VAA","EFVA",""
"1994","valencia","VLC","LEVC",""
"1994","valladolid","VLL","LEVD",""
"1994","varkaus","VRK","EFVR",""
"1994","varna","VAR","LBWN",""
"1994","vigo","VGO","LEVX",""
"1994","vila real","VRL","LPVR",""
"1994","visby","VBY","ESSV",""
"1994","viseu","\N","LPVZ","1"
"1994","vitoria","VIT","LEVT",""
"1994","waddington","WTN","EGXW",""
"1994","wangerooge","AGE","EDWG",""
"1994","wick","LGW","EGKK",""
"1994","worms","\N","EDFV",""
"1994","zafer","KZR","LTBZ",""
"1994","zaragoza","ZAZ","LEZG","177833"
"1995","aalborg","AAL","EKYT",""
"1995","aarhus","AAR","EKAH",""
"1995","adana","ADA","LTAF","7312"
"1995","agen-la garenne","AGF","LFBA",""
"1995","agri","AGQ","LGAG",""
"1995","alderney","ACI","EGJA",""
"1995","alicante","ALC","LEAL",""
"1995","alta","ALF","ENAT",""
"1995","antalya","AYT","LTAI",""
"1995","aosta","AOT","LIMW",""
"1995","arad","MFQ","DRRM",""
"1995","araxos","GPA","LGRX",""
"1995","asturias","OVD","LEAS",""
"1995","astypalaia","JTY","LGPL",""
"1995","augsburg","AGB","EDMA",""
"1995","aurillac","AUR","LFLW",""
"1995","avignon-caumont","AVN","LFMV",""
"1995","badajoz","BJZ","LEBZ",""
"1995","bardufoss","BDU","ENDU",""
"1995","barra","\N","SBBW",""
"1995","barth","BBH","EDBH",""
"1995","basel","BSL","LFSB",""
"1995","bastia-poretta","BIA","LFKB",""
"1995","batman","BAL","LTCJ",""
"1995","bayreuth","BYU","EDQD",""
"1995","beja","\N","LPBJ",""
"1995","bembridge","BBP","EGHJ","457"
"1995","benbecula","BEB","EGPL",""
"1995","berlin-tegel","TXL","EDDT","18831"
"1995","biggin hill","BQH","EGKB",""
"1995","bilbao","BIO","LEBB","960"
"1995","billund","BLL","EKBI",""
"1995","birmingham","BHX","EGBB",""
"1995","blackbushe","BBS","EGLK",""
"1995","blackpool","BLK","EGNH",""
"1995","bolzano","BZO","LIPB",""
"1995","borkum","BMK","EDWR",""
"1995","bournemouth","BOH","EGHH",""
"1995","bremen","BRE","EDDW",""
"1995","bremerhaven","BRV","EDWB","13994"
"1995","bristol","BRS","EGGD",""
"1995","bristol filton","FZO","EGTG","14101"
"1995","brize norton","BZZ","EGVN",""
"1995","brussels","BRU","EBBR",""
"1995","buochs","BXO","LSZC",""
"1995","burgas","BOJ","LBBG",""
"1995","caen-carpiquet","CFR","LFRK",""
"1995","calvi-sainte-catherine","CLY","LFKC",""
"1995","cambridge","YCB","CYCB",""
"1995","campbeltown","CAL","EGEC","2273"
"1995","cannes-mandelieu","CEQ","LFMD",""
"1995","cardiff","CWL","EGFF",""
"1995","carlisle","CAX","EGNC","10417"
